token,name,province_or_state,city,district,address,business_hour,phone,email,website,wechat,has_test_flight,has_trade_in,has_repair,channel_type,store_type,google_lat,google_lng,baidu_lat,baidu_lng
60028510,杭州索通临平银泰inPARK专营店,浙江省,杭州市,余杭区,浙江省杭州市临平区inPARK C区1层1014-1,10:00-22:00,"19957656660,18133687567",277794374@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250327162828.png,True,True,False,New type of lighting material,7,30.2333,120.1726,30.2333,120.1726
60036243,赤峰红山万达授权体验店,内蒙古自治区,赤峰市,红山区,内蒙古自治区赤峰市红山区红山万达广场一楼1055,"周日至周四9:25:00-21:30, 周五至周六9:25-22:00",16604760774,2426599581@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250924190734.png,True,True,False,ARS,6,42.250544,118.908628,42.250544,118.908628
60000675,济南贵和购物中心授权体验店,山东省,济南市,历城区,山东省济南市历下区天地坛街1号贵和购物中心B1层B08A室,10:00-22:00,18353137925,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1580_06-20250916155957.jpeg,True,True,False,ARS,6,36.664651,117.025959,36.664651,117.025959
60037199,呼和浩特诺和木勒凯德授权体验店,内蒙古自治区,呼和浩特市,玉泉区,呼和浩特市玉泉区鄂尔多斯大街金宇新天地A座凯德广场一层01-02B商铺,10:00-22:00,13384715867,564433975@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%88%98%E8%89%B3%E5%BC%80-20251106152302.png,True,True,False,ARS,6,40.798179,111.679627,40.798179,111.679627
A400321,桂林万象城授权体验店,广西壮族自治区,桂林市,秀峰区,广西壮族自治区桂林市秀峰区红岭路1号万象城1楼132号店铺,"周一至周五:10:00~22:00
周六至周日:10:00~22:30","0773-2539432,19330407230",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%BB%98%E7%8E%89-%EF%BC%88%E6%A1%82%E6%9E%97%E4%B8%87%E8%B1%A1%E5%9F%8E%E6%8E%88%E6%9D%83%E4%BD%93%E9%AA%8C%E5%BA%97%EF%BC%89-20230115121550.png,True,True,False,ARS,6,25.254895,110.284219,25.254895,110.284219
60025392,安徽福海滁州数码街售点,安徽省,滁州市,琅琊区,安徽省滁州市琅琊区南谯北路与天长路交口滁州水石广场1001-A,周一到周日08:30-20:30,13155039575,95623983@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/3-20250325185309.png,True,True,False,New type of lighting material,7,32.310374,118.319319,32.310374,118.319319
A0400128,北京摄影器材城专营店,北京市,北京市,海淀区,北京市海淀区摄影器材城c通道c3,10:00~17:00,15810126689,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%8C%97%E4%BA%AC%E6%91%84%E5%BD%B1%E5%99%A8%E6%9D%90%E5%9F%8E%E4%BC%81%E5%BE%AE-20230210214355.jpg,True,True,False,New type of lighting material,7,40.353935,116.163816,40.353935,116.163816
A1000737,郑州美康西里路授权体验专区,河南省,郑州市,金水区,杜岭街与西里路交叉口西南角,9:00~18:00,13707653813,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E7%8E%8B%E5%BF%97%E5%B9%BF-%E7%BE%8E%E5%BA%B7-20230308103735.png,True,True,False,New type of lighting material,7,34.760558,113.670327,34.760558,113.670327
60036101,天津天河城授权体验店,天津市,天津市,和平区,和平路263号1楼112铺,10：00—22：00,18222618721,1308931819@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1659_06-20250922143347.png,True,True,False,ARS,6,39.13,117.21,39.13,117.21
60026170,江西抚州硕果时代授权体验店,江西省,抚州市,临川区,江西省抚州市临川区金巢大道777号硕果时代L1层1042号,周一至周日10:00-22:00,13767682388,110204797@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/2-20241220180033.png,True,True,False,ARS,6,27.959706,116.369979,27.959706,116.369979
A0400292,广州白云凯德授权体验店,广东省,广州市,白云区,广东省广州市白云区云城西路890号L1层25,10:00~22:00,"19925899136,020-31213904",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_692_06-20250425142429.png,True,True,False,ARS,6,23.181166,113.269865,23.181166,113.269865
60026161,成都合生汇授权体验专区,四川省,成都市,温江区,四川省温江区光华大道三段1588号合生汇1F-07号,周天至周四10:00-22:00 周五至周六10:00-22:30,19008229882,676005193@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_764_06-20250430152324.png,True,True,False,ARS,7,30.685148,103.8626,30.685148,103.8626
A1000499,上海新尚淮海路授权体验专区,上海市,上海市,黄浦区,上海市淮海东路99号1FA1（大疆无人机),10:00~20:00,18701890457,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%96%B0%E5%B0%9A-20240705133626.jpg,True,True,False,New type of lighting material,7,31.231151,121.487516,31.231151,121.487516
60000780,南京江北虹悦城授权体验店,江苏省,南京市,浦口区,江苏省南京市浦口区龙华路1号江北虹悦城1F-28,10:00-22:00,025-58195996/18120147650,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/3-20241101144258.jpeg,True,True,False,ARS,6,32.066948,118.640049,32.066948,118.640049
A1000519,长春新梓文海航电子城照材店,吉林省,长春市,朝阳区,朝阳区工农大路海航荣御,9:00~18:00,18186883980,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%A2%93%E6%96%87-20240701185649.png,True,True,False,New type of lighting material,7,43.865484,125.295412,43.865484,125.295412
60032177,唐山市零佰裕华道照材专区,河北省,唐山市,路北区,河北省唐山市路北区裕华道华岩北路40号,周一至周日  9:00-18：00,18831502939,457062248@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/2-20250702113908.png,True,True,False,New type of lighting material,7,39.3935,118.956,39.3935,118.956
60037260,杭州临平银泰城授权体验店,浙江省,杭州市,余杭区,浙江省杭州市余杭区南苑街道世纪大道西1号L1- 01054铺位,周一至周日10：00-22：00,18968012278,panxinghan@mc2.cn,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%BD%98%E6%98%9F%E7%80%9A-20251111153821.png,True,True,False,ARS,6,30.41,120.31,30.41,120.31
60036024,重庆金开爱琴海授权体验店,重庆市,重庆市,渝北区,重庆渝北区金开大道1003号金开爱情海1F-F1027A,周一至周天10:00-22:00,15310150836,846222547@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_2022_06-20251021180956.png,True,True,False,ARS,6,29.628323,106.533579,29.628323,106.533579
A0400318,南京建邺吾悦授权体验店,江苏省,南京市,建邺区,江苏省南京市建邺区汉中门大街299号南京建邺吾悦广场1层-1010号,"周日~周四10:00~22:00,周五~周六10:00~22:30",17701580031,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_4-20250430114006.png,True,True,False,ARS,6,32.036865,118.738221,32.036865,118.738221
A400341,重庆SKLP授权体验店,重庆市,重庆市,渝北区,重庆市渝北区龙溪街道红锦大道89号新光天地商场B区6层06041-2号,10:00-22:00,023-67184172,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E9%87%8D%E5%BA%86%E6%96%B0%E5%85%89%E5%A4%A9%E5%9C%B0-%E4%BC%81%E5%BE%AE-20230216215635.png,True,True,False,ARS,6,29.594901,106.521397,29.594901,106.521397
A0300016,大连柏威年授权高级体验店,辽宁省,大连市,中山区,辽宁省大连市中山区中山路大公街129-3柏威年购物中心一层L1017-A大疆创新,9:30~21:30,13654257910,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%A4%A7%E8%BF%9E%E6%9F%8F%E5%A8%81%E5%B9%B4%E5%9B%BA%E5%AE%9A%E8%B4%A6%E5%8F%B7-20240716191035.jpeg,True,True,False,ARS,6,38.918044,121.627087,38.918044,121.627087
A0400242,常州武进吾悦广场授权体验店,江苏省,常州市,武进区,江苏省常州市武进区湖塘镇武宜中路188号武进吾悦广场1楼大疆专柜,"周日~周四 10:00~21:30,周五~周六10:00~22:00",18761563212,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E9%99%88%E5%91%88-20231213145225.png,True,True,False,ARS,6,31.727261,119.94229,31.727261,119.94229
A10000003,临沂万象汇授权体验店,山东省,临沂市,兰山区,山东省临沂市兰山区银雀山街道沂蒙路159号临沂万象汇L146号大疆DJI,10:00~22:00,13280527670,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%A4%A7%E7%96%86-%E5%BC%A0%E6%80%9D%E9%9B%A8%EF%BC%88%E4%B8%B4%E6%B2%82%E4%B8%87%E8%B1%A1%E6%B1%87%E5%BA%97%EF%BC%89-20230116104839.png,True,True,False,ARS,6,35.068533,118.342956,35.068533,118.342956
60000537,乌鲁木齐汇嘉时代授权体验店,新疆维吾尔自治区,乌鲁木齐市,新市区,乌鲁木齐市新市区北京中路147号汇嘉时代一楼6号门旁,11:00-22:00,"0991-3332887,18160537371",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_033_06-20241224165003.jpeg,True,False,False,ARS,6,43.796886,87.619381,43.796886,87.619381
60011972,珠海万象汇授权体验店,广东省,珠海市,香洲区,广东省珠海市银桦路102号万象汇购物商场一楼L103铺,10:00-22:00,18926910315,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_535_08-20241105210411.jpeg,True,True,False,ARS,6,22.283819,113.565442,22.283819,113.565442
60000808,广州南沙环宇城授权体验店,广东省,广州市,南沙区,广东省广州市南沙区中国铁建·南沙环宇城一楼L144,周一至周五10：00-22：00，周六至周日10：00-22：30,18902300469；020-88836386,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%8D%97%E6%B2%99-20240604125955.jpg,True,True,False,ARS,6,22.789434,113.520128,22.789434,113.520128
60000545,上海周浦万达授权体验店,上海市,上海市,浦东新区,上海市浦东新区年家浜路518号周浦万达商场L112铺位,10:00-22:00,021-20942880,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%B8%8A%E6%B5%B7%E5%91%A8%E6%B5%A6%E4%B8%87%E8%BE%BE%E6%8E%88%E6%9D%83%E4%BD%93%E9%AA%8C%E5%BA%97-20240109180447.png,True,True,False,ARS,6,31.11428,121.569053,31.11428,121.569053
A0400356,DJI 大疆|哈苏 南京德基旗舰店,江苏省,南京市,玄武区,南京市玄武区德基广场二期B1 C120,周一至周日 10:00~22:00,"15895991335,025-86777990",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%A4%A7%E7%96%86-%E9%B2%81%E6%B6%B5%E5%B8%8C%EF%BC%88DJI%E5%A4%A7%E7%96%86_%E5%93%88%E8%8B%8F%20%E5%8D%97%E4%BA%AC%E5%BE%B7%E5%9F%BA%E6%97%97%E8%88%B0%E5%BA%97%EF%BC%89-20230115123706.png,True,True,False,ARS,4,32.04,118.78,32.04,118.78
A400361,大连华南万象汇授权体验店,辽宁省,大连市,甘井子区,甘井子区山东路350号华南万象汇LG层217商铺,9:30-21:30,15542556827,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%A4%A7%E8%BF%9E%E5%8D%8E%E5%8D%97%E4%B8%87%E8%B1%A1%E6%B1%87%E5%BA%97%E9%95%BF%E4%BC%81%E5%BE%AE-20230212153820.png,True,True,False,ARS,6,38.977779,121.581123,38.977779,121.581123
60035992,广州丽影广场授权体验店,广东省,广州市,海珠区,广州市海珠区赤岗街道珠影社区新港中路356号一楼EL1-016丽影广场,周一至周日 10:00-22:00,"020-80923474,15302387730",1096285042@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250918162830.png,True,True,False,ARS,6,23.1015,113.32851,23.1015,113.32851
60014619,菏泽佳和城授权体验店,山东省,菏泽市,牡丹区,山东省菏泽市牡丹区中华路与牡丹路交汇处佳和城购物中心一楼大疆,10:00-22:00,18605305039,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E8%8F%8F%E6%B3%BD-20240618230032.png,True,True,False,ARS,6,35.240407,115.469538,35.240407,115.469538
A0100107,深圳益田假日广场授权体验店,广东省,深圳市,南山区,广东省深圳市南山区沙河街道华夏街社区深南大道9028号益田假日广场B1-36,10:00-22:00,"0755-86545054,19926693195",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1472_06-20250902113206.jpeg,True,True,False,ARS,6,22.536973,113.975542,22.536973,113.975542
A0400195,南宁君人庆电子科技广场照材店,广西壮族自治区,南宁市,青秀区,南宁市星湖路14号广西南宁电子科技广场商场1层C101,周一至周日：9：00—18；00,0771-5300289,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%90%9B%E4%BA%BA%E5%BA%86-20230607232935.png,False,False,False,New type of lighting material,7,22.82261,108.37345,22.82261,108.37345
60000991,邯郸新世纪中心授权体验店,河北省,邯郸市,丛台区,河北省邯郸市丛台区中华大街29号新世纪中心1F-A20,周一至周日10:00-22:00,17692004033，13191701205,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E9%82%AF%E9%83%B8%E6%96%B0%E4%B8%96%E7%BA%AA-20240703225854.png,True,True,False,ARS,6,36.61083,114.489074,36.61083,114.489074
AD101063,哈尔滨百润华佐教化电子城照材店,黑龙江省,哈尔滨市,南岗区,黑龙江省哈尔滨市南岗区松花江街139号教化广场2楼2F-88号,8:30-18:00,13766890945,77730978@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20241115175522-20241115175528.png,True,True,False,New type of lighting material,7,45.747653,126.630304,45.747653,126.630304
A1000438,绍兴新方特影视器材销售网点,浙江省,绍兴市,越城区,绍兴越城区二环北路颐高数码广场负一楼D1-A,9:00-21:00,13777336422/18057550007,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1AA69E61-5C9B-E5F5-D4F8-3217C7F019FB-20230817184437.jpg,True,True,False,New type of lighting material,7,30.0262,120.577274,30.0262,120.577274
A0400279,无锡八佰伴中心授权体验店,江苏省,无锡市,锡山区,江苏省无锡市锡山区锡沪路东亭西段1号八佰伴中心一楼1008号,周一至周日 10:00~22:00,13382209197,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_3-20250114173820.png,True,True,False,ARS,6,31.572906,120.30274,31.572906,120.30274
60023758,大庆萨尔图万达授权体验店,黑龙江省,大庆市,萨尔图区,大庆市萨尔图区东风路15号万达广场一层（1035铺）,10:00-22:00,18546665256,1241378827@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/2-20241120144037.png,True,True,False,ARS,6,46.594554,125.094478,46.594554,125.094478
60014944,郑州探十里授权体验专区,河南省,郑州市,中原区,河南省郑州市中原区陇海路与桐柏路交叉口探十里购物中心1楼L167z铺位 DJI 大疆,10:00-22:00,15738409299,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_457_06-20250313195015.png,True,True,False,ARS,7,34.735517,113.616353,34.735517,113.616353
A0400132,北京798艺术区专营店,北京市,北京市,朝阳区,北京市朝阳区798艺术区797路底商（星巴克臻选斜对面）,09:30-21:30,01057626001,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/798%E4%BC%81%E5%BE%AE-20230210213249.jpg,True,True,False,New type of lighting material,7,39.984352,116.496079,39.984352,116.496079
60023759,常州江南环球港授权体验店,江苏省,常州市,新北区,江苏省常州市新北区通江中路598号江南环球港L1层L1067-1068,10:00-22:00,19952803823,lulu.li@xgngroup.cn,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1256_06-20250805170152.jpeg,True,True,False,ARS,6,31.839766,119.979624,31.839766,119.979624
60028218,常德知航欢乐城专营店,湖南省,常德市,武陵区,湖南省常德市武陵区和瑞欢乐城A馆1F1008A号,周一到周日10:00-22:00,19310663888,984417000@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/3-20250305200256.png,True,True,False,New type of lighting material,7,29.071837,111.701502,29.071837,111.701502
60036233,重庆江岸天街授权体验店,重庆市,重庆市,南岸区,重庆南岸区江南大道15号江岸天街A馆-1F-28,周一至周天10:00-22:00,17302332993,935406200@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250924113718.png,True,True,False,ARS,6,29.50983,106.516938,29.50983,106.516938
A0400352,太原茂业天地授权体验店,山西省,太原市,小店区,山西省太原市小店区亲贤北街茂业天地1期1层0168号,周日~周四:10:00~22:00 周五周六: 10:00~22:30,15513877905,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%A4%AA%E5%8E%9F%E8%8C%82%E4%B8%9A%E5%A4%A9%E5%9C%B0%E6%8E%88%E6%9D%83%E4%BD%93%E9%AA%8C%E5%BA%97-20240315132331.png,True,True,False,ARS,6,31.551231,120.309359,31.551231,120.309359
60026377,贵阳世联脑百信电脑城中华南路照材店,贵州省,贵阳市,南明区,贵州省贵阳市南明区中华南路街道法院街商住楼D栋1层1号,周一至周日9:00-18:00,"0851-85281981,18164830094",1556469132@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/3-20250122192437.png,True,True,False,New type of lighting material,7,26.573649,106.709448,26.573649,106.709448
A0500163,焦作万达授权体验店,河南省,焦作市,解放区,河南省焦作市解放区丰收路与民主路万达广场一层1002DJI大疆,10:00~22:00,15938171572,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E7%84%A6%E4%BD%9C%E4%B8%87%E8%BE%BE-20230724162221.png,True,False,False,ARS,6,35.205418,113.238331,35.205418,113.238331
60026468,杭州崇旺余杭EFC欧美金融城售点,浙江省,杭州市,余杭区,杭州市余杭区仓前街道EFC欧美广场B区一楼DJl大疆,周一至周日10:00-22:00,"13368161868,15088752906",742060715@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/7-20250219113920.png,True,True,False,New type of lighting material,7,30.280314,120.000759,30.280314,120.000759
60033854,西安南门王府井授权体验店,陕西省,西安市,碑林区,西安市碑林区南关正街88号王府井百货2幢10101室南馆1层1A02-1,10:00-22:00,13389229572,13389229572@163.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250813175337.png,True,True,False,ARS,6,34.25,108.95,34.25,108.95
A1000318,扬州天天乐汶河南路照材店,江苏省,扬州市,广陵区,江苏省扬州市广陵区汶河南路62号,周一至周日10:00-20:00,13665227333,143021SWB@163.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/3-20250106155829.png,True,True,False,New type of lighting material,7,32.39609,119.43964,32.39609,119.43964
AD101422,贵阳舞扬脑百信照材店,贵州省,贵阳市,南明区,贵州省贵阳市南明区法院街A、B幢1层脑百信数码世界一楼第39号铺位,1,13608582418,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/GTScreenshot_20231204_141630-20231204141816.png,True,True,False,New type of lighting material,7,26.581023,106.716016,26.581023,106.716016
60000499,苏州东吴天街专营店,江苏省,苏州市,吴中区,江苏省苏州市吴中区城南街道东吴南路178号东吴天街 1F-09,10:00-22:00,18921996562,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%B8%9C%E5%90%B4%E5%A4%A9%E8%A1%97-20230308103339.png,True,True,False,New type of lighting material,7,31.291672,120.591864,31.291672,120.591864
A1000757,陕西视通威奥友谊路天伦盛世大厦照材授权专区,陕西省,西安市,雁塔区,陕西省西安市碑林区友谊东路81号天伦盛世大厦一层2-1-0101(2)号商铺,11,18992888738,765273995@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20251113161508.png,True,True,False,New type of lighting material,13,34.241486,108.956736,34.241486,108.956736
A1000411,无锡全友百脑汇照材售点,江苏省,无锡市,梁溪区,人民西路25号百脑汇1楼1E18,9:00~18:00,18961797576,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%85%A8%E5%8F%8B-20240815170854.jpg,True,True,False,New type of lighting material,7,31.574559,120.290332,31.574559,120.290332
A1000273,合肥回忆黄山路照材店,安徽省,合肥市,蜀山区,安徽省合肥市蜀山区黄山路232号,09:00~18:00,"0551-63367705,15375459883",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%90%88%E8%82%A5%E5%9B%9E%E5%BF%86-%E5%BD%AD%E8%89%B3%E8%8F%8A-20230309162251.png,True,True,False,New type of lighting material,7,31.84798,117.27496,31.84798,117.27496
A0400284,无锡恒隆广场授权体验店,江苏省,无锡市,梁溪区,江苏省无锡市梁溪区人民中路恒隆广场B1-110-2 大疆,周一至周日 10:00~22:00,19941712397,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%97%A0%E9%94%A1%E6%81%92%E9%9A%86%E5%B9%BF%E5%9C%BA%E6%8E%88%E6%9D%83%E4%BD%93%E9%AA%8C%E5%BA%97-20240507225346.jpeg,True,True,False,ARS,6,31.575007,120.296935,31.575007,120.296935
A0400250,上海万象城授权体验店,上海市,上海市,闵行区,上海市闵行区吴中路1599号上海万象城商场5层L520a铺位,10:00~22:00,021-54331657,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%B8%8A%E6%B5%B7%E4%B8%87%E8%B1%A1%E5%9F%8E%E6%8E%88%E6%9D%83%E4%BD%93%E9%AA%8C%E5%BA%97-20240109175604.png,True,True,False,ARS,6,31.18,121.38,31.18,121.38
60028426,湖北孝感华胜天强城站路照材店,湖北省,孝感市,孝南区,湖北省孝感市孝南区城站路58-1号,周一到周日9:00-19:00,18574482946,415745772@QQ.COM,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20250320113535-20250320113555.jpg,True,True,False,New type of lighting material,7,30.931201,113.914432,30.931201,113.914432
A0400207,济南万象城授权高级体验店,山东省,济南市,历下区,山东省济南市历下区经十路11111号万象城5楼L542号,10:00~22:00,0531-88950327/13589573219,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%A4%A7%E7%96%86-%E7%8E%8B%E6%B6%9B%EF%BC%88%E6%B5%8E%E5%8D%97%E4%B8%87%E8%B1%A1%E5%9F%8E%E5%BA%97%EF%BC%89-20230116104405.png,True,True,False,ARS,6,36.666628,117.076409,36.666628,117.076409
A0500055,杭州市航骄文三路授权体验专区,浙江省,杭州市,西湖区,杭州市西湖区文三路393号-1 DJI,9：00-21：00,18705813004,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%9D%AD%E9%AA%84-20240820193316.png,True,True,False,New type of lighting material,7,30.283056,120.136892,30.283056,120.136892
60000771,唐山市路南万达授权体验店,河北省,唐山市,路南区,新华东道100号万达广场一层1F-1035-B号,周一至周日： 09:30-21:30,15032595051,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%94%90%E5%B1%B1%E4%B8%87%E8%BE%BE-20240528212658.jpeg,True,False,False,ARS,6,39.624244,90.0,39.624244,90.0
60015852,淮安新亚广场授权体验专区,江苏省,淮安市,清江浦区,江苏省淮安市清江浦区淮海东路142号中央新亚广场1楼AO1-00878大疆,9:30-21:30,17696714192,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%B7%AE%E5%AE%89%E6%96%B0%E4%BA%9A-20240814181346.png,True,True,False,ARS,7,33.597263,119.027115,33.597263,119.027115
60036827,哈尔滨学府凯德授权体验店,黑龙江省,哈尔滨市,南岗区,哈尔滨市南岗区学府路1-1号凯德广场·学府1层43号铺位,10:00-22:00,13314510828,2530007996@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%9D%8E%E6%99%93%E8%BF%AA-20251023154921.png,True,True,False,ARS,6,45.721322,126.609446,45.721322,126.609446
A1000423,上海太平洋数码一期大疆授权体验专区,上海市,上海市,徐汇区,徐汇区漕溪北路41号太平洋数码一期一楼105铺位,9：30-20：00,18621637322,756265273@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E7%96%86%E6%B9%96-20240729170644.png,True,True,False,New type of lighting material,7,31.198542,121.445753,31.198542,121.445753
60037380,长沙湘江永旺梦乐城授权体验店,湖南省,长沙市,岳麓区,湖南省长沙市湘江新区金山桥街道雷锋大道1118号永旺梦乐城湘江新区店118-2号铺,周一至周日 10:00-22:00,19386694700,hexinhua@mc2.cn,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%BD%95%E6%96%B0%E5%8D%8E-20251120110624.png,True,True,False,ARS,6,28.28,112.89,28.28,112.89
A0400390,深圳海雅缤纷城授权体验店,广东省,深圳市,宝安区,深圳市宝安区宝城5区宝民路海雅缤纷城第一层1S32-1S33号商铺,"周日~周四:10:00~22:00   
周五~周六:10:00~22:30","0755-23095174,19926584330",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_2330_07-20251110171100.jpeg,True,True,False,ARS,6,22.567268,113.901413,22.567268,113.901413
AD101533,杭州崇旺影视中心售点,浙江省,杭州市,西湖区,杭州市西湖区黄姑山路29号颐高数码7号玻璃房,09:00-21:00,15158876469/18757145218,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/4af3bb64-2a71-4542-80cf-b760b93dd40c-20230926195043.jpg,True,True,False,New type of lighting material,7,30.281589,120.139786,30.281589,120.139786
A0400385,太原万象城授权体验店,山西省,太原市,万柏林区,山西省太原市万柏林区长兴路5号华润万象城东门L140C,10:00~22:00,18534000705,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%A4%AA%E5%8E%9F%E4%B8%87%E8%B1%A1-20240607192530.png,True,True,False,ARS,6,37.813086,112.536036,37.813086,112.536036
